since,until,text,createdAt
2025-02-01,2025-02-28,@samsungID AI Key ! Fitur paling jago buat bantu kerja dan hiburan #GalaxyTabS10 Series #ExpandWorkPlay #OneTapOneTab,Fri Feb 21 03:27:52 +0000 2025
2025-02-01,2025-02-28,@samsungID Fitur AI Key #GalaxyTabS10 Series yang bisa mempermudah pekerjaan kita #ExpandWorkPlay #OneTapOneTab,Thu Feb 20 01:37:47 +0000 2025
2025-02-01,2025-02-28,"@samsungID AI Key sih, beneran mempermudah kerja. emang fitur wajib di #GalaxyTabS10 Series! #ExpandWorkPlay #OneTapOneTab",Thu Feb 20 01:20:21 +0000 2025
2025-02-01,2025-02-28,"Agar AI bisa berkembang dalam ekosistem, AgentLayer menyediakan dua produk:  👉AgentHub → Pusat pengguna bisa mengimpor, mendaftarkan, dan mengelola AI secara onchain.  👉AgentStudio → Platform yg mempermudah pembuatan AI tanpa keahlian teknis (coding), siapa pun bisa. https://t.co/tNdInM9iBR",Wed Feb 19 12:31:06 +0000 2025
2025-02-01,2025-02-28,"udah saatnya upgrade laptop buat nugas atau kerja, asus zenbook a14 udah dilengkapi AI copilot yg pastinya bakal mempermudah kita banget nih. #ASUSZenbookA14",Wed Feb 19 10:58:58 +0000 2025
2025-02-01,2025-02-28,"Kalo percaya AI gantiin manusia, itu normal. Dan emang bener.  Tapi kalo percaya crypto itu mata uangnya AI. Ini halu.  😭😭😭😭",Wed Feb 26 14:24:48 +0000 2025
2025-02-01,2025-02-28,"2025, Wi-Fi lemot sama seperti mantan: bikin kesel, tapi entah kenapa masih diperjuangin. Baru buka X buat cari solusi, eh malah nemu debat ‘AI bakal gantiin manusia’—la wong sinyal aja masih Loading Indonesia banget.",Fri Feb 21 12:47:02 +0000 2025
2025-02-01,2025-02-28,"...di saat yang sama juga, OpenAI merilis versi Agentic AI mereka yang pertama yaitu Operator. AI ini dibuat untuk mengoperasikan komputer. Harapannya adalah Operator dapat menggantikan manusia untuk mengerjakan segala pekerjaan yang dilakukan melalui komputer...",Fri Feb 21 09:12:29 +0000 2025
2025-02-01,2025-02-28,@LygmaBols @semestasains Mungkinbkerangka kita aksn menjadi catatan fósil dan diletakkan di museum. Ya selama tidak ada makhluk berakal lain yang berevolusi atau AI menggantikan manusia,Thu Feb 20 05:33:45 +0000 2025
2025-02-01,2025-02-28,"AI, atau kecerdasan buatan, telah menjadi topik hangat dalam beberapa tahun terakhir. Dari asisten virtual di ponsel kita hingga algoritme yang digunakan dalam media sosial, AI sangat mempengaruhi cara kita berinteraksi dengan dunia.   https://t.co/60eXn5fDBo",Sun Feb 16 16:32:38 +0000 2025
2025-02-01,2025-02-28,"Sadar gak bg, kalo lawan lu sekarang trading itu mesin atau AI? Mereka bisa mikir 1000000x dalam 1 detik dan prediksinya mereka yg akan gantiin kerjaan lu nanti (semoga enggak) 🙏🏼",Fri Feb 14 00:06:54 +0000 2025
2025-02-01,2025-02-28,Oke silahkan AI gantiin kerjaan w,Thu Feb 13 09:15:25 +0000 2025
2025-02-01,2025-02-28,"Kata salah satu professor saya di kampus, AI bagus tapi tidak cukup revolusioner untuk menggantikan manusia.  Mereka bahkan gak bisa mengenali dan menerjemahkan sesuatu yang nggak ada di database mereka, yang mana semuanya berbentuk serial number.",Thu Feb 13 08:32:18 +0000 2025
2025-02-01,2025-02-28,"1/ Pahami AI itu Teman, Bukan Lawan  AI nggak bakal gantiin kerjaan kamu, tapi bantu kamu kerja lebih efisien. Fokusin AI buat hal-hal yang repetitif biar kamu bisa fokus ke yang penting.",Tue Feb 11 10:34:02 +0000 2025
2025-02-01,2025-02-28,ai bakal menggantikan manusia  meanwhile me with ai: https://t.co/YUcZ01TSRm,Tue Feb 11 08:30:26 +0000 2025
2025-02-01,2025-02-28,“AI bilang dia bisa menggantikan manusia. Tapi coba suruh dia bangun pagi tanpa alarm... 🤖😴 #AI #Komedi #GagalBangun” https://t.co/9voB1oESHG,Fri Feb 07 16:25:50 +0000 2025
2025-02-01,2025-02-28,"@hafizraihan7384 pemerintah dari dulu nyuruh2 anak bangsa buat ""berkarya"" tapi ga pernah didukung. sekarang malah lebih milih AI dibanding animator Indonesia. pengen industri kreatif maju, tapi pake AI buat gantiin kerjaan animator. gimana mau maju nih negara klo pemerintahnya aja kaya gini😹",Fri Feb 07 04:22:00 +0000 2025
2025-02-01,2025-02-28,"Masa Depan Influencer, Apakah Kecerdasan Buatan Akan Menggantikan Manusia? | Artikel - https://t.co/iwCJrlezJd https://t.co/9CE2Ckr4sI",Thu Feb 06 10:45:38 +0000 2025
2025-02-01,2025-02-28,"@aalsayangbebek Paling simpelnya tuh kaya di gambar ini. Selain bisa menggantikan manusia di industri kreatif, AI itu mencuri. Dia ambil banyak banget karya orang tanpa consent ataupun kompensasi.  4. Gen AI jelek https://t.co/Bl8lH0Q8Ug",Tue Feb 04 16:27:50 +0000 2025
2025-02-01,2025-02-28,"2020: Orang-orang sibuk bikin background meeting yang unik dan lucu di Zoom  2025: AI gantiin manusia buat meeting  Prediksi 2030: AI meeting sama AI, manusianya berjemur di Bali. https://t.co/bkhYPM7Hbz",Mon Feb 03 15:39:55 +0000 2025
2025-02-01,2025-02-28,AI emang di rancang ya boleh 100% bener jawabannya biar ga bener² gantiin manusia,Sat Feb 01 08:42:09 +0000 2025
2025-02-01,2025-02-28,disrupsi dan distopia AI yg sering gue bahas :(,Thu Feb 27 12:54:40 +0000 2025
2025-02-01,2025-02-28,"~@AvalancheFDN menghadirkan pendanaan AI ~ $15 jt+ ke #Web3 melalui Program InfraBUIDL(AI), dan @BitteProtocol mendorong dompet berbasis AI &amp; otomatisasi DeFi lebih jauh dari sebelumnya!  Jika kalian membangun dengan AI, sekaranglah waktunya, bestie!  #Avalanche #AVAX",Thu Feb 27 05:57:14 +0000 2025
2025-02-01,2025-02-28,"Telat relevan bisa jadi tertelan perkembangan kecerdasan buatan. Bersama Gerakan Pemuda Ansor, yuk kuasai seluk beluk AI agar kita jadi pemenang di era disrupsi.  #disrupsi #digital #artificialintelligence #ansor #addin https://t.co/Q0ep6bUTMl",Thu Feb 27 01:35:26 +0000 2025
2025-02-01,2025-02-28,"Otomatisasi AI vs. Agen AI—kecepatan vs. kecerdasan!  Otomatisasi menangani tugas, sementara agen beradaptasi dan memecahkan masalah.   Masa depan ada di sini bersama @AITECHio!  Bagaimana kalian akan menggunakannya?  $AITECH #AITECH",Wed Feb 26 02:24:56 +0000 2025
2025-02-01,2025-02-28,"Beberapa proyek palsu ini kelihatan seperti bot Telegram buat dompet Bitcoin atau tool otomatisasi Instagram. Mereka bikin semuanya kelihatan legit dengan file instruksi yang rapi, bahkan mungkin pake AI. Mereka juga nambahin banyak “commits” supaya kelihatan aktif.",Wed Feb 26 02:22:28 +0000 2025
2025-02-01,2025-02-28,"1. Transformasi Produktivitas dan Otomatisasi  Revolusi Industri Baru: AI diperkirakan akan mengotomatisasi banyak proses produksi dan layanan, mulai dari manufaktur hingga sektor jasa. Otomatisasi ini akan meningkatkan produktivitas, mengurangi biaya operasional, dan memungkinkan perusahaan untuk merespons perubahan pasar dengan lebih cepat.  Perubahan di Dunia Kerja: Meski terjadi peningkatan produktivitas, pergeseran menuju otomatisasi juga dapat menyebabkan disrupsi di pasar kerja. Banyak pekerjaan rutin akan tergantikan oleh mesin, sehingga mendorong kebutuhan akan tenaga kerja dengan keahlian teknis dan kreatif. Program pelatihan ulang (reskilling) dan pendidikan vokasional akan menjadi kunci untuk mengurangi dampak negatif terhadap tenaga kerja tradisional.",Tue Feb 25 06:08:24 +0000 2025
2025-02-01,2025-02-28,"Tahu ndak sih, apa perbedaan antara otomatisasi AI dan agen AI, bestie?   Memahami hal ini dapat mengubah bisnis kalian secara total!  Otomatisasi sangat bagus untuk tugas yang berulang, namun agen sebenarnya dapat berpikir dan memecahkan masalah yang kompleks.  #AITECH $AITECH",Mon Feb 24 07:45:39 +0000 2025
2025-02-01,2025-02-28,@Atuung95 Ternyata AI bisa membantu meningkatkan efisiensi melalui otomatisasi,Sun Feb 23 14:07:04 +0000 2025
2025-02-01,2025-02-28,"🔹 Guru &amp; Akademisi → AI bantu bikin materi, soal, dan personalisasi pembelajaran! 🔹 Programmer &amp; Developer → AI bantu debugging, optimasi kode, dan otomatisasi tugas!  Gak perlu buang waktu buat hal-hal yang bisa AI selesaikan dalam hitungan menit.",Sun Feb 23 09:17:02 +0000 2025
2025-02-01,2025-02-28,"🔹 Penulis &amp; Content Creator → AI bantu bikin artikel, skrip, dan caption dalam hitungan detik! 🔹 Desainer &amp; Editor → Butuh ide desain atau edit gambar? AI bisa bantu semuanya! 🔹 Pebisnis &amp; Marketer → AI bantu analisis tren, otomatisasi strategi, dan bikin konten lebih cepat",Sun Feb 23 09:17:02 +0000 2025
2025-02-01,2025-02-28,2/ 🧠 Fokus Utama:   - AI &amp; Machine Learning   - Analisis data &amp; prediksi   - Otomatisasi proses,Sun Feb 23 07:45:46 +0000 2025
2025-02-01,2025-02-28,"Potensi AI dan Blockchain untuk UMKM di Indonesia  AI dapat membantu UMKM meningkatkan efisiensi melalui otomatisasi, analisis data, dan layanan pelanggan cerdas. Sementara itu, blockchain menawarkan transparansi, keamanan transaksi, dan akses pembiayaan melalui smart contracts. Kombinasi keduanya dapat mempercepat digitalisasi UMKM, meningkatkan daya saing, serta membuka peluang bisnis baru di era ekonomi digital.",Sun Feb 23 05:57:05 +0000 2025
2025-02-01,2025-02-28,"AI Ancam Media Massa Alami Disrupsi Berganda, Dewan Pers Galang Konvensi Nasional   #IndonesiaGelap @TV9NUsantara https://t.co/qNBEdzaGX8",Fri Feb 21 14:31:49 +0000 2025
2025-02-01,2025-02-28,"Salah satunya pake sistem otomatisasi dan AI, yang bikin alat-alat berat bisa jalan sendiri tanpa operator di lapangan. Kebayang nggak?",Thu Feb 20 09:14:13 +0000 2025
2025-02-01,2025-02-28,"Sektor teknologi dan keberlanjutan akan menjadi pendorong utama penciptaan lapangan kerja baru. Pekerjaan di bidang AI, analisis data, dan energi terbarukan akan meningkat pesat.  Di report ini jg mention tantangan yg dihadapi, termasuk risiko pengangguran akibat otomatisasi.",Thu Feb 20 09:02:44 +0000 2025
2025-02-01,2025-02-28,"Tahu ndak sih, bestie?  Agen AI di dunia #crypto adalah program software cerdas yg manfaatkan pembelajaran mesin, NLP, dan otomatisasi utk berinteraksi dg jaringan blockchain.   Tidak seperti bot tradisional, agen yg didukung AI ini terus belajar dari tren pasar.  #AITECH $AITECH",Thu Feb 20 07:20:04 +0000 2025
2025-02-01,2025-02-28,@Atuung95 emang iya menjahit bisa diganti ai? ga dapet konsep nya deh soalnya pake mesin pun harus ada operator nya,Thu Feb 27 14:50:41 +0000 2025
2025-02-01,2025-02-28,"@Strategi_Bisnis kalo dokter diganti AI, kalo malpraktek yg tgg jawab siapa?",Thu Feb 27 14:40:17 +0000 2025
2025-02-01,2025-02-28,"@und_cuckoosnest @wisnu_prasetya @kompascom Anjer hidup kok tekstual, orsng kek gini cocok diganti AI aja",Thu Feb 27 12:15:00 +0000 2025
2025-02-01,2025-02-28,Pemerintah bisa diganti AI ga sih?,Thu Feb 27 10:13:26 +0000 2025
2025-02-01,2025-02-28,"Jika pemerintah ga bisa  ngasih solusi, mending pemerintah kita diganti AI",Thu Feb 27 09:15:48 +0000 2025
2025-02-01,2025-02-28,@deroswunga Diganti AI,Wed Feb 26 08:04:45 +0000 2025
2025-02-01,2025-02-28,@nabiylarisfa Apgakum mau diganti AI kali mba,Wed Feb 26 03:58:35 +0000 2025
2025-02-01,2025-02-28,Nak kerja eh diganti AI,Tue Feb 25 20:47:53 +0000 2025
2025-02-01,2025-02-28,@lilacskyetc Iphone 15 cash dan bajunya diganti AI 🙏,Tue Feb 25 16:32:18 +0000 2025
2025-02-01,2025-02-28,"pdhl ini suaranya udah terngiang"" bgt..... kenapa diganti AI jelek itu",Tue Feb 25 15:55:32 +0000 2025
2025-02-01,2025-02-28,"@ovtklub @touslesputes @PT_Transjakarta @BuswayFansC @txttransportasi Betul ngapain gaji intern, bentar lagi itu diganti AI, coding-coding basic, data entry, akuntansi dasar",Tue Feb 25 13:03:22 +0000 2025
2025-02-01,2025-02-28,"@kemgelapan Timothhy suka bilang besok  di 2030 budak klo demo gaakan ditnggepin, terus banyak pekerjaan akan diganti AI，dan org miskin akan makan kecoa, gua rasa apa yg dia ceritain tuh ada dalam skena pemerintahan ini dah",Tue Feb 25 01:32:28 +0000 2025
2025-02-01,2025-02-28,"@bundametawutt Krn kesel wajarlah mrk ngetik begitu selama ini ty dianggep g berperan sama sekali digrupnya..kesian gw liat ty terus terang ini td ada nctzen blg ty gvada dikombek walk pdhl ada dia dialbum photoshoot,suara ada di lagu,mv diganti AI itu bikin gedeg tyf",Mon Feb 24 15:32:04 +0000 2025
2025-02-01,2025-02-28,@tanyarlfes Anak lu noh diganti AI,Mon Feb 24 11:26:57 +0000 2025
2025-02-01,2025-02-28,gausa masuk akuntansi bentar lagi diganti ai,Sun Feb 23 11:22:06 +0000 2025
2025-02-01,2025-02-28,jangan nanya lagi ya. nama appnya apa… linknya apa. secara harfiah sudah barisan awal. diganti ai loh kalo sesimpel gini masih nanya.,Sun Feb 23 05:16:22 +0000 2025
2025-02-01,2025-02-28,Obat insomnia ampuh.  Mendingan wapres diganti AI aja: mumpuni sekaligus murah.,Sun Feb 23 03:44:41 +0000 2025
2025-02-01,2025-02-28,@_BungAmar yaampun makin takut sama ai,Tue Feb 18 16:38:42 +0000 2025
2025-02-01,2025-02-28,"@warrvant Ada. Kalau di tugas-tugas sudah pasti sering ketemu yang pakai AI. Cuma, kalau sampai di chat WhatsApp pun sampai pakai AI, mengkhawatirkan banget. 😭",Tue Feb 18 14:52:23 +0000 2025
2025-02-01,2025-02-28,"Eh iya nih bener. Orang2 di software development ga takut sama AI, karna emang AI generated codes tuh ga sebagus itu. Paling2 bantu buat bikin nama variabel atau ngejelasin bikin penjelasan",Sat Feb 08 01:46:03 +0000 2025
2025-02-01,2025-02-28,"Gak usah takut sama AI, takut sama Damkar aja.",Thu Feb 06 13:51:01 +0000 2025
2025-02-01,2025-02-28,@WarganetSantuy Takut sama AI sekarang,Sun Feb 02 11:52:53 +0000 2025
2025-02-01,2025-02-28,"Gw dah pasrah aja sisa match. Menang syukur ga menang yawdalah ya. Support karir Mega aja sesama warga negara Indonesia, timnya mah emg bukan tim kuat emg. Udah mulai lepas semua ekspektasi sejak kalah dua matches lgsg lawan pink ditambah kalah telak dr AI Peppers. 😂",Wed Feb 26 11:05:43 +0000 2025
2025-02-01,2025-02-28,"sepanjang karir gw keknya gw akan bilang ""AI tolol""",Wed Feb 26 10:37:51 +0000 2025
2025-02-01,2025-02-28,"I mean, this could fall under generative AI, BUT it doesn't replace any humans* and helps instead.  *) Kalau di Indo yang populasinya banyak, mungkin bagian pekerja hotel baiknya tetap buka lowongan kerja dan bukan pakai AI, sih. Kalau di negara populasi kecil, ini bagus.",Wed Feb 26 09:31:29 +0000 2025
2025-02-01,2025-02-28,@lafillefaible Capek2 bikin nirmana eh lowongan kerja dicolong Ai.,Tue Feb 25 12:49:40 +0000 2025
2025-02-01,2025-02-28,"@bwatlokin Iyaa disini kayaknya emg pasti udh les segala macem sih ya, tp maksud ai lebih ke karir nyanyi yg lebih ""tinggi"" gitu, jam terbang blm profesional yg gimana haha. Tapi iyaaa dia emg udh serius bgt soal mimpinya dr dulu yaa 🥹",Tue Feb 25 12:18:15 +0000 2025
2025-02-01,2025-02-28,Anda akan belajar selama 1 tahun dengan mentoring karir dan belajar untuk mencapai aspirasi karir yang diharapkan.  Beberapa pilihan karir bagi siswa BFP: 1. Data Analyst 2. Full Stack Data Scientist 3. Data Engineer 4. AI / ML Engineer 5. BI Engineer https://t.co/9EJxN9ljel,Tue Feb 25 12:08:07 +0000 2025
2025-02-01,2025-02-28,"@tanyarlfes Makanya kalo mau jadiin karir ke luar negri aja jangan di indo, indo gak di hargai kadang masih suka nawar atau pake ai",Tue Feb 25 00:51:16 +0000 2025
2025-02-01,2025-02-28,"@firmansyah55232 @worksfess Ai trainer ini istilah gampangnya aja kak.  startnya bisa jdi moderator dulu. Kalo aku startnya dari SEO, krna AI yg kutrain berkaitan dengan search enginenya tiktokshop",Mon Feb 24 10:06:46 +0000 2025
2025-02-01,2025-02-28,@worksfess Kuliah teknik elektro &gt; pindah ke web dev &gt; pindah ke SEO specialist &gt; pindah ke AI trainer &gt; skrng otw mau jadi career consultant,Mon Feb 24 07:47:15 +0000 2025
2025-02-01,2025-02-28,"@nykac_ @tanyarlfes sebenernya lu ga salah tapi gw ngerti maksudnya ortu itu apa walau agak nyelekit jadi seniman sebagai karir itu ga gampang, dan bayarannya ga banyak plus itu masalah AI ortu ga mau anaknya menderita makanya mereka bilang mending buat sebatas hobi aja",Sun Feb 23 22:33:38 +0000 2025
2025-02-01,2025-02-28,"@jungbontes kocak babu s rahmat, dicercer ku AI kieu. poin anu matak nyeuri beteung; ""ngarasa paralid, tapi nu paralid mah ngan saukir karir anjeun dona media sosial"" wkwkwkwk",Sun Feb 23 08:17:17 +0000 2025
2025-02-01,2025-02-28,@ai_syakifLiii Fans MU sejak David Beckham awal karir,Sun Feb 23 07:36:36 +0000 2025
2025-02-01,2025-02-28,"Biar pang aq menabung dl, karir ku bagus rezeki ku bagus jodoh ku blm kdkw ai, mun berataan bagus bisa2 menurut Allah kd baik😎 jdi Allah tu tahu ja😃 ak gin hdk tp kdkw ai dah😂😂",Sun Feb 23 05:50:05 +0000 2025
2025-02-01,2025-02-28,"@badakmeledak_ Prabowo make AI biar bisa matiin karir ilustrator dalam negeri keknya, apalagi orgnya anti kritik gitu😂",Sun Feb 23 04:26:39 +0000 2025
2025-02-01,2025-02-28,"@gak_makasih Makanya dia dan kementriannya banyak pake AI, tujuannya buat matiin karir seniman/pegiat seni di negara sendiri😂",Sat Feb 22 04:11:20 +0000 2025
2025-02-01,2025-02-28,@TOM5helby Ada lowongan kerja ai butuh 😂😂😂,Fri Feb 21 04:36:35 +0000 2025
2025-02-01,2025-02-28,"Klo misal di tl ini ad seorang software engineer atau syp aj   I'll tell u this, cpt2 switch karir, kebetulan penelitian w tentang low code platform, w bisa bikin layar CRUD dlm 5 mnt, literally w cmn buat 1 entitas, generate crud boom lgsg jd  Kec lu SE di bidang aplikasi AI",Thu Feb 20 17:17:43 +0000 2025
2025-02-01,2025-02-28,"💡 Benefit: ✨ Belajar strategi AI untuk membangun karir   ✨ Memperluas koneksi &amp; prospek kerja   ✨ Bergabung dengan Digistar Club Community   ✨ Akses eksklusif program Digistar   ✨ E-Wallet &amp; e-Certificate    📅 Sabtu, 22 Februari 2025 ⏰ 10.00 - 12.30 WIB   📍 Zoom",Thu Feb 20 06:37:43 +0000 2025
2025-02-01,2025-02-28,"📢You Are Invited to Digistar Connect Goes to Brawijaya! ""AI in Career Planning: Your Gateway to Telkom Indonesia with Indigo""  Ingin berkarier di Telkom Indonesia? Yuk, ikuti Digistar Connect! Dapatkan strategi AI untuk perencanaan karir &amp; insight langsung dari karyawan Telkom. https://t.co/ti6Ed8UQ34",Thu Feb 20 06:37:41 +0000 2025
2025-02-01,2025-02-28,Baru saja mendaftar Fresh Graduate Academy Digitalent Komdigi untuk course AI Beginner. https://t.co/VPKHVlDdym,Thu Feb 27 16:29:19 +0000 2025
2025-02-01,2025-02-28,"@Mycroeft glad to hear you are good, ai!! 😸 tapi kamu udah banyak istirahat kann? sekarang masih lemes nggak? kalau aku hari-hari ini aku lagi sibuk menjadi jobseeker aja ai 😆✋🏻",Wed Feb 26 10:53:49 +0000 2025
2025-02-01,2025-02-28,[FRESH GRADUATE ACADEMY]  Pelatihan AI Beginner bareng Microsoft ElevAIte  📲Link pendaftaran: https://t.co/zaY38m1gdd  💬 Join Channel Telegram https://t.co/VjiCz8LKvk  #UMS #Digitalent https://t.co/G3G00oaSew,Mon Feb 24 08:07:54 +0000 2025
2025-02-01,2025-02-28,kepa cara ngirim menfess ke base ni ai? handak share lowongan kerja nah,Thu Feb 20 04:05:11 +0000 2025
2025-02-01,2025-02-28,Siap belajar AI bareng Kemkomdigi dan Microsoft? Yuk belajar bareng di elevAIte with Fresh Graduate Academy.   Pendaftaran bisa dilakukan melalui https://t.co/HF7HWXt4nS sampai dengan 28 Februari 2025.   Jangan sampai ketinggalan! 🚀  #BerdayakanIndonesia #MicrosoftIndonesia https://t.co/4jB41MDrV9,Thu Feb 20 01:09:29 +0000 2025
2025-02-01,2025-02-28,"Browser-Use: tool AI open-source keren untuk nyambungin agen AI ke browser 🕵️🌐.   Browsing otomatis, scraping, dan interaksi sama halaman web pake LLM.  Contoh: ""Baca CV saya, cariin lowongan kerja, simpen ke file, terus lamarin tuh kerjaan di tab baru. Kalo butuh bantuan, tinggal tanya aku!"" 📑🔎👆  Buat yang suka otomatisasi, ini game changer! 🚀",Sun Feb 16 10:27:41 +0000 2025
2025-02-01,2025-02-28,"Untuk jobseeker yang tengah active cari kerja, boleh guna tool ni for free,  Drop Resume 🔗 https://t.co/zlrvAN1SBp Salary Checker 🔗 https://t.co/rTN11nBcYN ATS Checker 🔗 https://t.co/noI1MNN8Rt Match Resume &amp; Job 🔗 https://t.co/8Sawtwlm8x",Sat Feb 15 07:01:05 +0000 2025
2025-02-01,2025-02-28,kualifikasi lowongan kerja aja minimal butuh gelar ya tolol. itu jg dgn ketersediaan lapangan kerja yg terbatas dan rawan kena eksploitasi. bisa-bisanya nyuruh org suruh belajar pake AI doang. sinting.,Fri Feb 14 21:23:16 +0000 2025
2025-02-01,2025-02-28,Lowongan Kerja PT United Tractors Tbk  Posisi :   - Data Science (AI Engineer)   Untuk apply klik link di bio/profil atau slide terakhir.  #lokernasional #cpns #surabaya #lokerbali #lokersma #unitedtractors https://t.co/tUKglMBb80,Fri Feb 14 13:00:02 +0000 2025
2025-02-01,2025-02-28,"Inflasi Naik, Pembukaan Lowongan Kerja Turun, Disaat itulah AI dan Robot masuk...  Nanti alasan nya.. ""Maaf Kami sudah tidak mampu untuk hire manusia, karena gaji nya sudah terlalu tinggi.  Begitulah kira2 10 tahun kedepan.  $BTC",Wed Feb 12 16:11:44 +0000 2025
2025-02-01,2025-02-28,"Ternyata banyak yang skeptis,  kalau banyak tools AI gratis yang siap dipakai untuk penghasilan.   Daftar di https://t.co/MDBzzViavq  Belajar langsung dari praktisi  yang sudah membuktikannya:   Cocok juga untuk jobseeker, calon entrepreneur, profesional, hingga pemilik bisnis.  Ikuti webinar kami pada  Sabtu, 8 Februari 2025 (11.00–13.00 WIB)",Fri Feb 07 10:15:03 +0000 2025
2025-02-01,2025-02-28,"37% Perusahaan pilih AI ketimbang fresh graduate Gen Z😱  Menurut Survei Hult International Business School, 37% pemberi kerja lebih memilih AI daripada fresh graduate Gen Z. Dari 1.600 responden, 96% menilai lulusan baru kurang siap menghadapi dunia kerja. Tapi, para ahli berpendapat ini bukan hanya soal keterampilan Gen Z, melainkan rendahnya investasi perusahaan dalam pelatihan.   Apakah ini tanda bahwa teknologi mulai menggantikan generasi muda dalam dunia kerja? Gimana nih menurut kamu, Sekelik? Komen di bawah ya👇🏻  … Original Content by Lampung Geh! ©️ …  #LampungGeh #Kerja #LulusKuliah #GenZ #LiburanLampung #Lampung #BandarLampung #InfoLampung #beritalampung #lampung #wisatalampung #cafelampung #kulinerlampung #lampungviral #jalanlampung #storylampung #tempatnongkronglampung #visitlampung",Fri Feb 07 07:21:57 +0000 2025
2025-02-01,2025-02-28,"Survei dari Hult International Business School mengungkapkan fakta menarik: 37% manajer lebih tertarik merekrut AI dibandingkan Gen Z. Bahkan, 89% perusahaan cenderung menghindari fresh graduate, karena 54% dari mereka dipecat dalam waktu kurang dari 3 bulan akibat dianggap https://t.co/PmNKNdhp0B",Tue Feb 04 11:23:48 +0000 2025
2025-02-01,2025-02-28,"@Strategi_Bisnis kerjaan desainer &amp; software programmer, 2 hal yang tidak boleh digantikan AI, satu bahaya, satunya menghilangkan kemampuan manusia untuk bertahan hidup.",Thu Feb 27 17:04:34 +0000 2025
2025-02-01,2025-02-28,"Sejatinya selain otomasi pabrik, jenis pekerjaan yg mudah digantikan oleh AI adalah :  - kerjaan desainer - software programmer - copywriter - analis keuangan, bisnis, ekonomi dll - kerjaan input x olah data yg repetitif - konsultan manajemen Dan banyak knowledge worker lainnya.",Thu Feb 27 09:46:28 +0000 2025
2025-02-01,2025-02-28,"@usky_ai @coinbase Bermula ketika teknologi kecerdasan buatan telah membuka ruang baru bagi para seniman digital, musisi, sineas, dan penulis yang ingin menuangkan imajinasi mereka ke dalam bentuk visual, musik, dan cerita. Komentar cerdas dari Coinbase. Kolaborasi dan inovasi yang 👍👍",Thu Feb 27 09:32:55 +0000 2025
2025-02-01,2025-02-28,"@KaBrilian13 Adanya Gemini/gpt emg ngurangin pengunjung situs artikel sih, secara halus matiin ekosistem web lain  Kl ambil data dari mrk, para penulis ada yg dpt bayaran dari web ada juga yg nonprofit (mau share tulisan aja). Yg gk adil kl ai ngambil dr data penulis bayaran itu sih",Thu Feb 27 01:41:49 +0000 2025
2025-02-01,2025-02-28,I'M YOUR BAE: Memetakan Risiko dan Konsekuensi dalam Dinamika Hubungan yang Dimediasi Konten Seduktif di Media Sosial  Penulis: @deepseek_ai.  Sebuah thread 😏🧵  👇👇📚,Wed Feb 26 16:43:36 +0000 2025
2025-02-01,2025-02-28,"@____saltedcrml @jackjackparrr Ahahah, kerjaan desainer bakal punah karena AI ""katanya""",Wed Feb 26 01:41:54 +0000 2025
2025-02-01,2025-02-28,@mmaryasir Ini jg bikinnya palingan pake AI😂 desainer yg bener² desainer gakan kepikiran bikin logo warna gelap buat didepan gedung yg tone warnanya gelap juga😂,Tue Feb 25 10:07:20 +0000 2025
2025-02-01,2025-02-28,"Inilah pentingnya hire desainer beneran, jangan andelin AI jelek",Tue Feb 25 02:59:02 +0000 2025
2025-02-01,2025-02-28,@wattpadmenfess_ tp tetap fakyu lu penulis yg gabisa nulis terus maksa pake AI😠,Mon Feb 24 13:05:48 +0000 2025
